Name,Age,Height_in_cms,Weight_in_kg,BP,Attacking,Skill,Movement,Power,Mentality,Defending,Goalkeeping,ST,CF,RW,CAM,CM,RM,CDM,RWB,CB,RB,OVA
K. Mączyński,33,175.26,65.7,CDM,265,336,335,343,324,192,52,60,63,64,65,67,65,67,67,65,66,68
L. Broxham,32,170.18,64.35000000000001,CB,265,273,271,386,303,194,56,56,55,53,55,60,55,64,61,65,61,65
H. Barnes,22,180.34,65.7,CAM,328,360,404,329,296,139,40,72,78,79,78,73,78,61,66,52,62,79
S. Kukuruzović,31,180.34,75.60000000000001,CM,298,340,329,380,318,169,45,64,65,65,66,68,67,65,64,60,63,68
J. Olivera,38,190.5,87.3,ST,326,319,249,294,285,108,67,69,67,64,66,60,61,50,46,50,45,69
P. Pomykal,20,170.18,65.7,CAM,284,332,376,326,300,178,46,60,65,66,67,67,67,63,64,58,62,67
J. Shcherbakovski,19,175.26,69.3,LM,227,247,345,239,212,65,49,50,54,56,54,49,56,38,43,32,40,57
S. Grubač,20,190.5,79.2,ST,270,222,249,299,245,71,51,58,54,51,52,48,50,42,40,42,39,58
S. Straudi,21,175.26,68.4,RM,254,265,346,270,262,153,53,55,59,60,59,57,60,55,57,52,55,61
E. Robson,23,177.8,72.45,CAM,287,300,311,293,278,181,49,59,60,60,60,60,60,60,60,59,60,60
M. Rodák,23,195.57999999999998,85.5,GK,97,83,254,220,110,41,364,31,29,27,28,26,27,26,26,27,26,74
J. Toornstra,31,177.8,73.35000000000001,CM,368,369,328,368,340,184,57,72,72,72,73,75,73,71,71,65,68,75
Yoon Jong Gyu,22,172.72,64.35000000000001,RM,229,219,349,257,264,170,49,51,56,58,57,56,59,57,59,57,59,60
D. Webster B,30,187.96,76.5,CB,231,217,186,271,228,172,59,49,47,46,47,50,48,55,52,57,52,57
D. Sigér,29,175.26,69.3,CM,246,269,309,327,302,189,70,60,62,60,63,65,61,65,61,63,61,65
M. Opondo,22,175.26,71.55,CAM,261,281,370,345,285,168,52,61,63,63,64,64,64,63,63,58,62,64
L. Advíncula,30,177.8,79.2,RB,320,354,415,391,338,203,62,70,71,73,71,70,73,70,73,70,72,74
M. Malec,25,190.5,83.25,CB,199,163,250,283,223,187,50,43,39,38,39,44,41,56,54,63,57,63
André Simões,30,177.8,73.35000000000001,CDM,337,337,373,374,333,223,58,69,71,71,72,73,72,73,74,72,74,74
Y. Kafkasyalı,22,180.34,77.4,GK,62,69,168,182,77,34,264,19,18,17,19,20,19,19,17,19,18,52
M. Pearson,26,190.5,77.4,CB,271,233,302,312,252,204,63,55,52,52,51,55,54,63,63,68,64,68
D. Hume,21,177.8,70.65,LWB,234,239,352,272,253,176,41,54,57,59,55,54,60,56,63,58,63,65
M. Rangel,29,185.42,79.2,ST,350,310,313,388,313,102,52,75,71,68,68,63,66,52,51,51,50,75
Rivaldinho,25,185.42,79.2,ST,300,300,335,358,279,93,52,67,66,64,64,60,63,49,50,47,49,67
M. Sougou,31,177.8,65.7,RM,310,322,387,348,291,90,48,69,69,69,67,62,68,52,57,47,54,69
D. Carlson,22,185.42,81.45,LB,219,244,303,242,212,184,51,45,49,53,50,53,56,59,62,60,62,64
A. Sowe,24,190.5,83.25,ST,315,266,315,343,240,74,43,67,63,62,61,56,62,46,47,43,44,68
E. Elmas,20,182.88,73.35000000000001,CAM,318,342,346,336,322,182,48,69,71,71,73,72,71,67,65,62,64,72
Douglas Oliveira,25,187.96,87.3,ST,263,210,229,326,248,79,41,61,56,51,52,48,51,41,40,44,40,61
Berrocal,20,182.88,71.55,CB,214,217,306,293,253,192,57,47,46,45,48,53,48,61,57,64,59,64
Carles Planas,28,172.72,75.60000000000001,LB,299,310,359,350,317,204,67,63,65,66,65,66,67,69,71,71,71,72
P. Gibaud,32,182.88,68.4,RB,275,263,316,341,264,204,40,55,54,56,55,58,58,64,66,67,66,68
João Nunes,23,185.42,77.4,CB,246,265,306,304,262,184,49,47,49,51,52,56,55,62,62,64,63,65
G. Lo Celso,24,177.8,67.5,CAM,363,413,398,369,377,196,56,77,81,81,82,82,81,76,75,69,73,82
M. Delgado,25,175.26,65.7,CDM,278,295,358,332,303,196,55,62,64,63,65,67,65,68,66,65,66,69
A. Hunou,26,177.8,69.3,ST,363,347,369,362,343,150,44,75,75,75,74,72,74,64,66,61,64,75
Diego Caballo,26,170.18,66.60000000000001,LB,304,280,351,325,291,192,49,63,63,64,63,63,65,64,66,64,66,68
O. Filippov,27,182.88,74.25,ST,316,296,324,335,260,49,37,69,67,65,64,56,63,42,44,38,42,69
J. de Lange,22,187.96,77.4,GK,64,75,173,170,71,35,306,21,20,18,20,21,20,21,19,20,19,62
K. Schulz,30,187.96,81.45,LWB,279,286,298,346,312,193,56,61,60,61,60,61,62,64,64,66,64,66
Renato Santos,28,175.26,69.3,RM,305,338,375,299,287,146,55,67,69,69,69,64,68,57,60,52,58,69
O. Colley,27,190.5,86.4,CB,237,233,304,298,247,217,49,51,48,49,49,54,52,67,66,74,68,74
João Pereira,36,172.72,65.7,RB,315,349,364,335,359,218,53,66,69,70,70,71,71,72,73,70,72,74
M. Sarr,24,187.96,82.35000000000001,CB,237,248,297,266,243,179,51,49,49,51,51,53,53,58,57,60,57,61
A. Diawara,22,182.88,74.25,CDM,291,321,342,317,338,219,52,62,67,67,70,73,69,74,71,71,71,75
K. Navas,33,185.42,79.2,GK,78,98,312,257,161,56,418,32,33,31,35,35,33,33,29,31,29,87
Arana,22,175.26,67.5,LWB,319,334,367,324,319,207,68,67,70,71,70,70,72,70,73,69,72,73
F. Midtsjø,26,175.26,69.3,CM,332,356,390,367,345,204,57,70,73,74,75,78,76,77,76,71,74,78
P. Vroegh,20,175.26,66.60000000000001,CM,255,304,313,279,277,167,45,54,58,58,60,62,60,61,59,56,58,62
K. Sekiguchi,34,170.18,65.7,CAM,275,331,359,307,324,188,48,62,66,68,68,67,68,65,66,61,65,68
S. Plavšić,24,165.1,59.4,LM,312,347,420,352,287,76,50,67,71,74,71,65,73,51,56,42,52,74
M. Mehlem,22,175.26,66.60000000000001,CAM,269,327,385,311,295,153,55,62,68,69,69,67,69,60,62,53,60,70
R. Herrmann,26,180.34,72.45,LM,279,331,364,309,266,158,39,59,62,64,63,62,66,59,63,55,61,67
M. Höger,30,182.88,82.35000000000001,CDM,335,339,275,368,351,213,60,66,65,64,66,70,65,71,67,71,67,72
K. Ledwidge,18,177.8,72.45,LWB,193,213,337,237,216,168,48,43,46,50,47,47,51,52,56,53,55,56
G. Campi,29,193.04,87.3,CB,246,300,230,318,302,203,51,59,60,57,60,65,60,69,64,69,64,69
C. Bombo,21,182.88,66.60000000000001,CB,236,255,329,259,247,166,52,49,51,52,53,54,53,56,56,57,56,57
A. Gojak,23,182.88,77.4,CM,326,327,306,370,347,183,65,69,69,67,69,70,69,68,66,66,66,70
L. Haraslín,24,182.88,74.25,RM,313,332,394,333,262,122,63,66,68,70,69,65,70,54,59,49,57,71
D. Ubbink,27,180.34,72.45,CAM,266,289,318,283,276,125,51,57,59,60,60,57,60,52,53,48,51,60
D. Melichárek,36,195.57999999999998,94.05,GK,78,96,147,204,123,56,293,24,22,20,23,26,23,28,24,28,23,59
R. Wood,34,190.5,81.45,CB,223,181,188,281,263,198,47,46,44,42,45,51,45,60,56,66,58,66
M. Chouiar,19,177.8,74.25,CAM,276,290,337,270,235,95,36,57,60,62,61,56,61,45,48,38,45,62
M. Niang,25,187.96,82.35000000000001,ST,359,358,366,384,306,74,22,78,78,77,76,68,75,53,56,47,52,78
P. Olkowski B,30,182.88,75.60000000000001,RB,294,276,351,337,303,195,63,62,64,65,64,64,65,65,67,65,66,68
N. Messiniti,24,182.88,79.2,ST,277,253,307,335,227,69,49,63,62,59,60,54,58,42,44,39,41,63
D. Bradarić,20,177.8,68.4,LB,308,313,378,310,317,212,53,65,69,71,70,70,72,70,73,69,73,75
M. Vandevoordt,18,187.96,78.3,GK,42,93,154,182,74,33,333,21,22,20,22,23,21,21,19,19,18,68
M. Bonne,24,180.34,75.60000000000001,ST,283,258,347,332,273,80,44,65,64,62,61,55,60,46,48,45,46,65
Cordero,32,177.8,71.55,CM,278,309,326,330,319,171,63,62,63,62,64,65,62,64,61,63,61,65
J. Homawoo,22,190.5,83.25,CB,212,194,245,230,212,188,48,42,40,41,40,42,41,52,51,61,54,61
L. Hägg Johansson,25,187.96,78.3,GK,96,90,205,173,100,55,332,28,26,25,24,24,25,26,26,27,26,67
A. Hodžić,23,180.34,76.5,ST,294,258,351,340,245,71,48,73,69,64,63,54,61,41,44,40,43,74
M. Demir,28,180.34,68.4,CF,341,360,368,353,301,91,58,70,71,70,70,66,70,53,54,48,51,70
R. Laryea,25,175.26,69.3,RM,277,309,373,319,316,192,49,63,67,68,67,66,68,65,68,62,67,69
S. Pavlović,19,193.04,83.25,CB,209,207,249,281,232,190,57,46,43,43,43,48,45,60,56,64,58,64
I. Tapia,21,185.42,71.55,CB,191,170,250,267,224,174,43,42,40,39,39,43,41,53,52,59,54,59
Marco Asensio,24,182.88,75.60000000000001,CAM,375,409,391,364,313,121,50,78,81,81,81,77,81,63,66,52,62,82
E. Majetschak,20,185.42,79.2,CAM,273,288,304,280,270,126,42,57,59,59,61,60,59,54,52,48,50,60
J. Morton,21,185.42,72.45,CM,244,268,329,320,271,164,47,54,56,56,58,59,58,59,58,57,58,59
T. Kupisz,29,180.34,75.60000000000001,RM,281,308,363,338,267,167,57,61,62,63,62,60,64,58,61,56,60,65
C. Vega,26,177.8,69.3,CDM,286,302,316,297,316,199,55,60,62,62,64,66,64,68,66,64,65,66
R. Takao,23,180.34,67.5,CB,232,232,310,269,235,196,46,49,49,50,50,55,52,62,60,64,62,64
D. Huiberts,20,177.8,64.35000000000001,CAM,265,297,348,276,288,170,60,58,62,62,63,62,63,60,61,58,61,63
P. Kasami,27,187.96,86.4,RM,339,338,319,377,350,160,43,72,73,71,72,73,72,68,67,64,65,73
A. Lassiter,25,177.8,69.3,ST,261,279,358,310,210,61,52,64,62,61,58,48,57,36,41,36,40,64
E. Alfaro,32,172.72,69.3,ST,308,252,365,294,275,75,37,64,63,63,63,56,61,45,47,43,46,64
B. Zech,29,187.96,74.25,CB,217,216,312,278,254,209,58,48,48,48,48,52,52,62,63,68,66,68
N. Aké,25,180.34,74.25,CB,316,337,371,358,324,245,50,65,66,67,68,72,69,77,76,79,77,79
C. Natali,35,193.04,88.2,CB,205,202,213,281,266,226,47,48,46,40,43,49,41,61,56,74,63,74
J. Aja,27,193.04,83.25,CB,215,201,256,314,267,191,39,48,45,44,44,48,46,59,56,66,59,66
Jemerson,27,182.88,76.5,CB,243,225,304,314,273,221,54,51,50,49,52,57,52,68,63,73,65,73
M. Rodríguez,33,177.8,74.25,RB,302,307,340,351,343,201,51,66,67,67,66,66,68,68,70,68,70,71
S. Gnaka,21,177.8,63.45,LB,221,246,362,273,283,196,60,51,56,57,58,61,61,63,65,62,65,67
Pablo Maffeo B,22,172.72,69.3,RB,286,315,396,299,299,218,58,65,68,70,69,68,71,69,72,69,72,74
C. Miller,21,175.26,69.3,LM,262,253,354,275,247,162,50,55,57,60,58,55,60,55,59,54,59,60
R. Coly,24,185.42,69.3,LB,279,287,356,343,291,212,60,61,62,64,61,63,66,68,71,71,71,73
S. Plaza,21,187.96,82.35000000000001,ST,305,267,372,344,256,69,47,68,65,65,62,55,64,44,48,43,46,68
B. Raman,25,172.72,66.60000000000001,RW,356,354,417,341,310,89,55,74,77,77,75,68,75,54,59,46,55,74
A. Marin,19,182.88,77.4,CAM,270,350,331,294,242,88,46,62,66,67,67,61,67,50,52,42,48,67
Gerard Barri,19,177.8,71.55,RB,265,241,298,258,223,178,48,50,49,51,49,51,52,55,57,57,58,60
R. Huth,32,190.5,98.10000000000001,CB,271,229,195,332,283,216,59,53,46,41,45,53,43,66,57,73,60,74
João Mendes,25,182.88,75.60000000000001,CAM,268,297,318,297,261,146,49,60,63,64,65,63,64,56,55,52,54,63
J. Campbell,28,177.8,77.4,CAM,355,361,385,375,332,114,66,74,75,75,75,70,74,60,61,55,59,74
J. Ibehre,36,193.04,91.35000000000001,ST,261,227,272,328,267,102,45,57,56,55,55,53,56,49,49,48,48,58
Marc Navarro B,24,187.96,78.3,RB,311,312,309,292,290,222,46,65,65,65,65,67,66,71,71,71,71,73
M. Nérez,32,177.8,68.4,LB,322,361,402,336,354,230,60,67,72,74,74,75,76,77,79,75,78,80
F. Cárdenas,19,165.1,61.65,RM,205,226,314,259,230,124,52,47,48,48,49,49,50,49,50,47,49,49
K. Bistrović,22,182.88,74.25,CDM,328,303,316,332,292,213,40,62,65,65,67,69,66,69,68,67,68,70
P. Mamaev,28,177.8,69.3,RW,356,341,374,355,382,202,51,73,77,78,77,73,76,70,74,69,73,78
C. Itu,20,182.88,68.4,CDM,244,297,339,334,299,189,47,60,62,61,63,65,62,66,64,63,63,65
M. Braithwaite,29,177.8,72.45,ST,361,367,386,380,317,91,53,76,76,76,75,69,75,56,58,50,55,76
D. Villalva,26,160.02,61.65,CAM,328,336,401,320,289,67,45,66,69,70,69,64,69,50,55,41,52,70
D. Hayashi,23,177.8,72.45,ST,261,252,289,282,237,79,52,58,57,56,55,50,55,42,43,42,41,58
K. Sibille,20,180.34,70.65,CB,207,220,291,284,219,184,51,47,46,45,45,48,48,56,56,60,57,61
J. Houwen,24,187.96,72.45,GK,86,81,215,194,110,33,298,27,26,24,26,25,25,24,22,23,22,61
Cafú,27,185.42,81.45,ST,326,304,325,382,351,195,56,69,68,66,67,68,67,69,67,69,67,70
W. Spieringhs,18,187.96,78.3,CAM,261,303,278,246,241,135,46,51,55,56,59,58,58,52,52,46,50,59
B. Dibassy,30,182.88,73.35000000000001,CB,297,283,342,357,287,213,33,63,63,64,62,65,66,69,71,71,71,71
A. Fitzpatrick,18,177.8,71.55,LM,259,280,347,261,219,101,49,57,59,60,58,52,59,43,47,39,45,60
Eñaut Mendia,21,177.8,72.45,ST,258,226,309,293,224,63,42,59,55,52,51,44,50,36,38,38,38,59
Rafael Silva,28,177.8,72.45,RW,343,318,373,348,306,86,55,73,74,74,73,66,73,52,55,46,52,73
S. Morris,18,177.8,64.35000000000001,RM,206,204,304,221,194,67,47,46,48,49,47,42,49,34,39,30,37,49
E. Aubert,31,172.72,64.35000000000001,CDM,225,271,294,274,298,191,56,51,55,54,59,65,58,69,63,65,63,70
E. Botheim,20,180.34,69.3,ST,241,214,324,319,238,58,49,60,59,56,56,49,55,39,43,37,41,60
Y. Calleros,22,180.34,76.5,RM,266,314,379,276,278,124,51,58,63,66,65,62,66,56,58,50,55,67
E. Zaldívar,23,175.26,71.55,CM,295,314,350,350,291,198,48,64,65,65,67,68,67,67,67,66,67,68
Dida,39,195.57999999999998,84.15,GK,123,123,234,218,131,75,370,32,30,31,30,28,30,32,30,34,30,75
B. Wright,27,182.88,78.3,CB,239,216,313,299,264,202,69,52,51,52,52,55,53,64,63,68,64,68
J. Jones,28,180.34,72.45,LM,282,330,379,344,322,196,49,65,68,70,69,69,71,68,70,65,69,72
Mario Gaspar,29,182.88,73.35000000000001,RB,361,343,355,375,334,243,53,72,72,72,71,72,73,77,78,77,78,80
Dagoberto,30,175.26,74.25,RW,359,359,415,346,340,118,62,77,78,78,77,68,75,61,61,54,57,77
K. Leerdam,30,177.8,69.3,RB,315,312,356,357,309,201,49,66,66,66,67,67,68,68,69,69,69,71
N. Dicko,27,172.72,73.35000000000001,ST,317,297,397,322,267,106,62,68,68,69,67,59,67,49,52,48,51,69
Toni Villa,25,172.72,62.550000000000004,CAM,314,363,399,284,314,160,58,67,74,76,76,73,76,64,67,55,64,77
E. Iñíguez,23,177.8,69.3,RB,228,233,319,275,257,204,51,48,50,53,52,54,56,61,64,64,65,67
Bernardo Silva,25,172.72,63.45,RW,371,411,434,350,356,148,54,78,85,86,86,82,86,70,72,58,68,87
G. Chatterjee,34,195.57999999999998,83.25,GK,77,99,201,229,122,34,322,27,23,21,21,23,22,26,23,28,23,64
E. Collier,25,193.04,80.55,ST,290,265,279,324,281,135,53,61,60,59,60,59,60,54,54,54,53,61
C. McCann,31,185.42,74.25,CB,304,323,290,308,316,191,57,61,61,61,62,63,61,65,62,66,62,64
Gorosabel,23,175.26,69.3,RB,278,277,335,272,250,212,49,55,55,58,56,59,60,66,69,68,69,71
W. Aouachria,20,187.96,74.25,CAM,214,235,274,230,210,103,57,45,48,49,50,48,50,43,43,40,42,50
C. Dima,20,185.42,75.60000000000001,CB,258,239,328,298,256,198,40,52,51,53,52,55,55,63,63,66,64,66
M. Putnocký,35,195.57999999999998,90.45,GK,123,131,215,228,130,71,341,29,31,31,34,36,34,36,33,32,31,68
G. Hein,23,170.18,64.35000000000001,CAM,270,349,392,315,270,100,49,62,66,67,67,62,66,52,54,44,50,67
G. Sloggett,23,187.96,74.25,CM,265,283,287,287,281,152,61,56,57,58,58,60,58,57,57,54,56,60
A. Mowatt,25,177.8,70.65,CM,321,363,317,361,324,187,63,64,66,67,68,70,67,68,67,63,65,70
L. Dimata,22,182.88,82.35000000000001,ST,346,283,355,362,307,91,54,72,70,70,69,62,69,50,52,48,50,72
Juan Bernat,27,170.18,66.60000000000001,LB,350,368,419,336,362,234,56,72,77,80,79,79,80,78,81,74,80,83
G. Lajud,26,187.96,83.25,GK,80,96,256,229,131,51,348,29,29,27,29,29,29,28,27,27,26,71
Paulinho,23,172.72,68.4,RM,279,328,373,296,266,135,44,62,66,67,67,63,68,55,58,48,55,67
M. Farfan,21,175.26,67.5,LB,220,250,365,291,244,189,44,47,50,54,53,55,55,61,62,62,62,64
T. Kleindienst,24,193.04,85.5,ST,327,272,311,388,278,80,48,72,69,66,65,59,65,49,51,48,49,72
K. Handzlik,22,167.64000000000001,61.65,CAM,240,275,368,236,227,104,45,52,57,59,59,55,58,45,48,38,46,59
J. Jantscher,31,180.34,68.4,LM,330,336,337,318,278,104,47,66,67,67,67,64,67,53,55,46,52,68
D. Rodríguez,24,170.18,66.60000000000001,CAM,297,311,341,316,299,166,52,62,65,66,66,66,66,61,62,56,61,66
H. Mahou,19,180.34,76.5,RW,297,289,323,284,230,101,46,62,63,64,63,57,63,46,49,41,46,64
A. Ríos,31,172.72,74.25,CDM,268,317,317,354,323,202,58,58,60,59,63,67,61,69,65,67,65,70
W. Cyprien,25,180.34,77.4,CAM,359,389,369,392,386,221,57,75,76,76,77,77,76,76,75,75,74,77
R. Sterling,25,170.18,68.4,LW,360,387,464,358,332,147,63,81,87,87,86,79,86,64,69,55,65,88
L. Romo,25,182.88,83.25,CB,267,331,315,361,322,222,54,65,65,62,66,70,64,74,68,75,69,75
M. Faal,23,195.57999999999998,80.55,ST,243,210,269,285,219,47,58,54,52,51,50,44,50,35,37,35,35,54
Pol Llonch,27,170.18,69.3,CDM,263,296,389,348,332,229,61,58,61,62,62,65,64,73,72,72,73,74
N. Lozano,26,185.42,76.5,CB,226,229,312,321,263,189,49,53,51,50,52,54,52,61,58,66,59,66
I. Pomazun,22,190.5,83.25,GK,91,82,200,196,98,55,330,26,25,24,24,25,25,25,26,25,26,66
F. Gino,26,175.26,69.3,CDM,271,312,333,298,328,199,53,57,62,63,65,67,65,69,68,65,67,68
Juande,20,185.42,77.4,CB,212,211,294,268,229,202,41,46,44,44,44,48,46,59,57,65,60,65
D. Praet,26,180.34,77.4,CAM,353,377,350,344,334,181,46,71,75,75,76,76,75,69,69,64,67,76
Lucas Ribeiro,20,190.5,79.2,CDM,210,207,265,257,219,195,49,42,43,43,46,54,49,64,60,63,61,64
K. Soni,22,182.88,75.60000000000001,ST,302,302,364,316,270,129,44,66,66,67,66,60,66,53,55,52,54,66
P. Webó,34,180.34,80.55,ST,330,313,324,350,302,65,64,73,71,67,68,62,65,49,47,46,45,74
Beto,38,182.88,75.60000000000001,GK,104,97,259,230,123,46,377,29,29,28,31,31,29,29,27,27,26,76
J. Reid,25,180.34,73.35000000000001,ST,262,274,348,332,240,51,50,61,60,59,58,51,58,40,42,37,40,61
Yun Ji Hyeok,22,190.5,84.15,CB,172,137,249,263,221,156,55,39,37,36,37,40,39,49,48,56,50,56
A. Connolly,20,172.72,76.5,ST,304,244,379,338,246,45,57,70,68,66,65,56,64,42,46,38,43,70
J. Córdoba,27,187.96,84.15,ST,349,315,380,407,349,112,53,78,75,72,71,66,71,59,59,59,57,78
F. Guarín,32,182.88,79.2,CAM,337,380,344,408,366,205,66,73,73,72,73,74,72,73,71,71,70,74
J. von Moos,19,177.8,73.35000000000001,ST,251,234,354,317,215,64,58,59,58,58,56,49,57,39,43,37,41,58
J. Klinsmann,23,193.04,83.25,GK,78,81,184,221,89,35,313,23,23,21,23,24,23,24,23,22,22,62
S. Pienaar,34,170.18,65.7,CAM,350,378,375,326,346,126,59,70,74,74,75,72,74,64,63,55,59,75
H. Kane,20,172.72,66.60000000000001,CAM,281,290,352,304,301,170,52,62,64,63,66,66,64,63,61,59,61,67
O. Edwards,19,172.72,66.60000000000001,RM,246,243,354,259,209,84,51,53,55,58,55,49,58,39,46,35,44,59
A. Baldursson,18,180.34,75.60000000000001,CDM,242,268,291,253,260,178,43,50,53,53,56,57,54,58,55,58,56,57
J. Byrne,24,175.26,72.45,CAM,306,348,377,352,310,156,41,66,69,71,70,68,70,62,64,57,62,71
S. Ambrosius,21,182.88,79.2,CB,207,182,315,272,228,187,50,45,42,43,43,44,44,55,54,62,56,62
Hilton,42,180.34,77.4,CB,308,310,247,321,340,239,55,58,59,58,62,68,60,75,68,77,69,77
P. Steinwender,23,180.34,74.25,ST,301,285,350,298,236,92,47,64,64,64,63,56,63,45,49,41,47,64
V. Golemić,29,193.04,82.35000000000001,CB,165,152,218,270,233,205,54,39,37,36,35,40,37,55,53,65,56,65
H. Kessler,22,193.04,83.25,CB,183,168,252,264,189,178,47,41,39,39,39,42,40,52,51,59,54,59
S. Moreno,20,180.34,72.45,RM,232,248,353,292,238,149,52,53,56,58,58,56,59,55,57,52,56,60
I. Vázquez,37,177.8,79.2,GK,101,216,249,239,119,43,336,30,30,30,31,31,31,29,27,29,26,68
Guo Quanbo,22,182.88,80.55,GK,134,178,276,220,172,48,296,34,36,36,40,41,39,36,32,31,32,61
D. Kinsella-Bishop,17,177.8,75.60000000000001,ST,214,203,307,271,186,49,56,49,49,49,48,42,48,32,35,29,34,50
L. Offord,20,180.34,65.7,CB,202,211,300,265,228,182,42,45,46,47,47,50,49,57,56,61,57,61
S. Williams,33,182.88,79.2,CDM,326,339,297,357,334,209,51,63,64,64,65,68,66,69,68,70,68,70
J. Murillo,28,182.88,77.4,CB,289,251,368,317,316,228,60,58,58,58,58,62,61,72,70,77,72,77
J. Yglesias,39,180.34,79.2,CB,237,273,295,316,256,181,51,53,52,50,51,53,51,58,57,61,58,61
P. Amond,32,177.8,78.3,ST,283,251,318,333,255,94,62,62,60,58,57,52,57,45,47,45,45,62
C. Ehlich,21,170.18,67.5,RM,242,236,357,280,224,138,63,51,53,56,54,52,57,50,54,49,53,58
F. Adu,24,170.18,65.7,LW,283,355,366,277,254,71,56,59,63,68,66,59,67,50,50,36,43,68
A. Blin,23,182.88,77.4,CDM,293,309,297,333,335,219,45,60,63,62,65,69,64,72,69,71,69,73
Li Chenglong,22,180.34,62.550000000000004,RB,175,185,354,218,225,162,46,42,45,47,44,42,47,47,52,50,54,55
A. Chukwu,18,190.5,78.3,ST,216,185,293,295,210,56,44,52,51,49,48,42,49,35,38,36,37,53
Y. Baraye,28,177.8,75.60000000000001,RW,298,323,390,307,279,152,46,67,71,72,71,67,72,59,63,53,60,72
K. Michael,20,175.26,69.3,CAM,325,340,366,328,298,153,45,66,68,69,69,66,69,59,62,55,60,66
Y. Barnawi,26,175.26,75.60000000000001,RB,227,265,335,309,267,178,47,54,55,56,55,56,58,60,62,62,62,64
C. Halkett,24,182.88,74.25,CB,282,289,308,337,295,201,51,60,56,55,54,56,56,65,63,70,64,71
M. Karpov,22,185.42,67.5,CB,185,164,285,255,205,195,47,40,37,37,37,41,39,52,52,59,55,60
B. Vazquez,21,187.96,78.3,ST,272,226,314,309,263,40,56,62,59,57,57,49,55,39,39,39,38,62
K. Dolberg,22,187.96,83.25,ST,362,360,356,387,290,71,51,79,79,75,77,70,74,52,52,45,49,79
R. Rep,30,177.8,71.55,CAM,313,341,344,310,323,178,61,66,68,69,69,69,69,66,66,60,64,69
I. Slimani,32,187.96,82.35000000000001,ST,381,345,292,379,371,114,51,76,75,72,74,73,73,64,59,59,56,77
D. McNeil,20,182.88,69.3,LM,341,381,379,350,315,151,60,71,75,76,76,73,77,64,67,58,64,78
M. Bidstrup,19,165.1,66.60000000000001,CM,291,288,341,266,266,172,55,57,59,61,61,61,61,60,60,58,60,61
N. Contini,24,190.5,81.45,GK,89,92,248,201,100,38,310,28,26,26,25,23,26,23,25,25,25,64
Duan Liuyu,21,175.26,72.45,RM,281,292,330,285,287,99,56,58,61,63,62,59,63,52,53,46,50,64
J. Tagueu,26,177.8,77.4,ST,330,278,345,338,239,64,65,69,67,67,65,59,66,46,50,42,47,69
M. Lotrič,25,167.64000000000001,65.7,CAM,280,314,346,294,304,103,43,63,66,66,66,62,66,52,53,44,50,66
M. Luyambula,21,190.5,77.4,GK,64,82,132,164,71,29,293,19,18,17,19,21,19,20,16,18,16,57
N. Etheridge,30,190.5,84.15,GK,77,110,289,214,149,39,352,31,33,31,33,32,32,29,29,27,28,73
D. Wright,22,177.8,68.4,CDM,233,251,345,276,262,153,59,53,54,55,55,56,56,57,56,54,55,58
S. Adamyan,27,182.88,77.4,ST,342,308,384,357,291,104,64,74,75,74,74,66,73,54,56,49,53,74
S. Silva,39,182.88,82.35000000000001,ST,340,313,246,384,338,110,59,72,68,63,66,64,62,56,50,56,49,72
Kim Jae Woo,22,187.96,83.25,CB,217,166,313,297,223,159,43,51,47,48,44,43,48,49,53,55,55,55
D. Rommedahl,34,177.8,74.25,CAM,292,310,371,304,253,79,49,65,66,67,67,58,65,48,49,37,43,65
R. Ion,19,177.8,69.3,CAM,250,296,345,300,235,99,43,58,62,63,64,59,63,47,50,38,47,64
T. Fontaine,29,182.88,77.4,CB,229,184,307,282,255,197,44,46,44,46,45,51,50,64,64,68,66,68
A. Stone,20,185.42,74.25,GK,81,91,213,199,118,41,287,24,26,24,29,29,26,27,23,24,23,57
R. Staunton,18,177.8,67.5,LB,177,188,323,254,214,154,46,41,42,45,42,42,46,47,51,52,52,54
E. Aguilar,28,175.26,64.35000000000001,CAM,286,352,337,328,309,121,45,64,68,68,70,69,69,62,60,52,57,69
N. Tripichio,24,175.26,60.300000000000004,RWB,288,301,376,311,292,181,58,61,63,65,64,64,67,65,68,64,67,69
André Almeida,20,175.26,69.3,CAM,281,300,342,305,287,155,40,60,62,62,64,63,62,60,58,56,57,63
F. Falco,28,170.18,69.3,CAM,317,362,405,318,278,73,50,68,71,72,72,66,71,51,54,41,50,72
E. Torres,20,177.8,72.45,CDM,258,289,298,274,273,182,57,52,54,55,56,58,58,60,60,58,60,58
Luís Mata,22,180.34,65.7,LB,199,194,321,215,232,174,48,44,47,50,46,44,50,50,56,54,56,58
J. Bedeau,20,182.88,77.4,CB,220,212,325,276,221,172,45,49,48,50,48,49,51,55,56,58,57,58
J. Castillo,38,180.34,78.3,GK,79,76,291,184,114,40,316,23,25,26,27,25,27,24,26,24,26,65
A. Bella-Kotchap,18,190.5,86.4,CB,179,161,296,270,230,187,52,41,40,41,41,44,43,55,54,62,57,62
V. Berisha,26,175.26,74.25,ST,311,296,391,390,318,87,59,69,69,69,68,62,69,53,56,49,53,69
M. Pedersen,20,177.8,69.3,RWB,249,262,373,293,258,171,52,55,58,61,58,56,62,56,63,54,62,64
M. Bottani,29,170.18,63.45,RW,269,278,414,294,253,112,46,63,65,67,63,57,66,50,57,44,55,63
